,ret
2024-11-12,-0.02204617351381586
2024-11-13,-0.08428627433011641
2024-11-14,-0.042485894146513895
2024-11-15,0.03774983380232843
2024-11-18,-0.010075445412361678
2024-11-19,0.021200693221498684
2024-11-20,-0.015292142904298868
2024-11-21,-0.048135439469414704
2024-11-22,0.09500785776204627
2024-11-25,-0.018741877253035277
2024-11-26,-0.08744607417669195
2024-11-27,0.14615237477622672
2024-11-29,0.06627045892650452
2024-12-02,-0.04844965888076095
2024-12-03,-0.0006488813349386224
2024-12-04,0.09088993681733715
2024-12-05,-0.004084151666104983
2024-12-06,0.09626967799885833
2024-12-09,-0.07914552278477392
2024-12-10,-0.06404990758994006
2024-12-11,0.03887062528846469
2024-12-12,0.015447881350184248
2024-12-13,-0.03170061899662522
2024-12-16,0.10745191283303746
2024-12-17,-0.01879394031464874
2024-12-18,-0.11384396304487311
2024-12-19,-0.06782047836757787
2024-12-20,0.032823198634560936
2024-12-23,-0.07040891980207054
2024-12-24,0.0810569484457081
2024-12-26,-0.018919187749784402
2024-12-27,-0.06281322835592323
2024-12-30,-0.04540422001584404
2024-12-31,-0.00987255668665395
2025-01-02,0.03675775315732989
2025-01-03,0.12738730782491836
2025-01-06,0.031230396361752323
2025-01-07,-0.07558159817074066
2025-01-08,-0.06832990254204072
2025-01-10,0.0007060099993373433
2025-01-13,-0.03426239227651197
2025-01-14,0.053012773213325384
2025-01-15,0.08303709357046254
2025-01-16,-0.004219902290594085
2025-01-17,0.038304206796368145
2025-01-21,-0.040359553578872845
2025-01-22,0.01646225920029918
2025-01-23,0.003028002657579243
2025-01-24,0.04242797119351989
2025-01-27,-0.2286003548501014
2025-01-28,0.013559006122111212
2025-01-29,0.014181750322481163
2025-01-30,0.055892929446439824
2025-01-31,0.023877316637114898
2025-02-03,0.01376616458090239
2025-02-04,0.0005107528541413147
2025-02-05,-0.020581005916962714
2025-02-06,0.019188344856528573
2025-02-07,0.028650779591388523
2025-02-10,0.012984513883756172
2025-02-11,-0.06093002099495298
2025-02-12,0.024528334050496592
2025-02-13,0.015976733863456882
2025-02-14,-0.0028035558020465903
2025-02-18,-0.03752168016951718
2025-02-19,-0.0007377020174636666
2025-02-20,-0.012941605055230085
2025-02-21,-0.09929965274558544
2025-02-24,-0.050819805012448
2025-02-25,-0.14333618776894907
2025-02-26,0.01243713120745486
2025-02-27,-0.0288111877448244
2025-02-28,0.07577049586550177
2025-03-03,-0.06877761176187243
2025-03-04,-0.014086694181122406
2025-03-05,0.07279183004888241
2025-03-06,-0.0747271265647943
2025-03-07,0.033961919731582135
2025-03-10,-0.13878076590357752
2025-03-11,0.04273306179512466
2025-03-12,0.006733351982297352
2025-03-13,-0.05704794163434277
2025-03-14,0.055692331115761474
2025-03-17,0.017210513407691898
2025-03-18,-0.08395356414048755
2025-03-19,0.0857682670596399
2025-03-20,-0.022108441821568382
2025-03-21,-0.013108610520463025
2025-03-24,0.11374548740911919
2025-03-25,-0.037788876186377274
2025-03-26,-0.08736948032246454
2025-03-27,-0.029250079710583705
2025-03-28,-0.07336162019257603
2025-03-31,-0.018244546374177512
2025-04-01,0.08347405474099961
2025-04-02,0.04236131973780554
2025-04-03,-0.10117228411894304
2025-04-04,-0.04441974606387228
2025-04-07,0.021399889719845296
2025-04-08,-0.09050395493159427
2025-04-09,0.14866727547026065
2025-04-10,-0.09532872540762502
2025-04-11,0.05211588519077688
2025-04-14,0.014955036699995759
2025-04-15,-0.06316692144407668
2025-04-16,0.0007617649126546713
2025-04-17,0.022845542918583796
2025-04-21,-0.021104090978225076
2025-04-22,0.16080987725599252
2025-04-23,0.03392227353408228
2025-04-24,0.046554846930828134
2025-04-25,0.019965624972764235
2025-04-28,-0.023612015092277207
2025-04-29,-0.013677972816931375
2025-04-30,-0.04421013018397692
2025-05-01,0.08723757053479793
2025-05-02,0.024253530487238845
2025-05-05,-0.06671441732095486
2025-05-06,0.029843175827248786
2025-05-07,0.00097968674165753
2025-05-08,0.0928262171635651
2025-05-09,-0.0046660102834941725
2025-05-12,0.07453445306861231
2025-05-13,0.06516072706208494
2025-05-14,-0.03047185323357667
2025-05-15,-0.03230224509606679
2025-05-16,0.10977254477692895
2025-05-19,0.007968412330397984
2025-05-20,-0.00601381974910629
2025-05-21,-0.013720142363288444
2025-05-22,0.025182318850726672
2025-05-23,-0.033722305812820055
2025-05-27,0.02504984026161331
2025-05-28,-0.05733770380035326
2025-05-29,-0.02409906934220533
2025-05-30,-0.03670043587098777
2025-06-02,0.015138508938784231
2025-06-03,0.04327805935925177
2025-06-04,0.06524359328537464
2025-06-05,-0.05743687402242478
2025-06-06,0.1101475288815021
2025-06-09,0.032915178523566985
2025-06-10,0.002264182714242076
2025-06-11,-0.014454023409651962
2025-06-12,-0.029870255172555888
2025-06-13,-0.04284561868265278
2025-06-16,0.05857083656865909
2025-06-17,-0.07164124023389017
2025-06-18,-0.004482695855779798
2025-06-20,-0.007595277516446247
2025-06-23,-0.032313358487721065
2025-06-24,0.07911196306491781
2025-06-25,0.010713264456055305
2025-06-26,0.08034999198272162
2025-06-27,-0.005398394782407832
2025-06-30,0.053804766741449885
2025-07-01,0.01108396796255397
2025-07-02,0.1245201695558075
2025-07-03,0.04268135380004484
2025-07-07,-0.04610086935973573
2025-07-08,0.00289678558338441
2025-07-09,0.030194965510629095
2025-07-10,0.021502502835065846
2025-07-11,-0.029665626245339083
2025-07-14,0.02777783275507269
2025-07-15,-0.034830011916636594
2025-07-16,0.048694036223842344
2025-07-17,0.02222765414718697
2025-07-18,-0.016666501356537505
2025-07-21,-0.012116372818292363
2025-07-22,0.048889414034385695
2025-07-23,-0.006536609879281247
2025-07-24,-0.005128285400241978
2025-07-25,-0.03180124563150575
2025-07-28,-0.023649132023507952
2025-07-29,-0.035143028744420456
